Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit
"",* AIO LENOVO A100 INTEL N100 8GB DDR4 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13187,"",-10.0,3.0,UNIT
"",* AIO LENOVO A100 INTEL N100 8GB DDR4 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13199,"",-1.0,2.0,UNIT
"",* AIO LENOVO A100 INTEL N100 8GB DDR4 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13225,"",-1.0,1.0,UNIT
"",* AIO LENOVO A100-F0J6005EID Intel Core i3-N305 8GB DDR4 512GB SSD Cloud Grey,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* AIO LENOVO IDEACENTRE 27IRH9 Ci5-13420H 8GB 512GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* AIO LENOVO IDEACENTRE 3 22ITL6 Ci3 - 1115G4 4GB 256GB SSD WIN 11 WHITE,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* AIO LENOVO IDEACENTRE A340 CI3-10110U 4GB 1TB HDD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* AIO LENOVO IDEACENTRE A340-24IWL CI3-10110U 4GB 512GB SSD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ALFA INK ART PAPER BLACK,31/05/2026,Saldo Awal,"","","",35.0,PCS
"",* ALFA INK ART PAPER BLACK,14/06/2026,Sales Invoice,JL.2026.13722,"",-1.0,34.0,PCS
"",* ALFA INK KERTAS FOTO STIKER GLOSSY LITE 125GSM,31/05/2026,Saldo Awal,"","","",6.0,PCS
"",* ALFA INK KERTAS THERMAL 80 X 80,31/05/2026,Saldo Awal,"","","",612.0,PCS
"",* ALFA INK KERTAS THERMAL 80 X 80,08/06/2026,Sales Invoice,JL.2026.12916,"",-5.0,607.0,PCS
"",* ALFA INK L SERIES EPSON BLACK,31/05/2026,Saldo Awal,"","","",186.0,PCS
"",* ALFA INK TINTA STEMPEL FLASH 10 ML,31/05/2026,Saldo Awal,"","","",143.0,PCS
"",* ALL IN ONE ACER C22 1700 Ci3 1215U 8GB 512GB WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ALL IN ONE ASUS A3202WBAK INTEL 7305 8GB 256GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ALL IN ONE LENOVO IDEACENTRE 3 22IAP7 Ci3-1215U 8GB 256GB SSD #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ALL IN ONE PC ACER C20 830 BC0SN.003,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* AMPLOP PAPER LINE ( LEM ),31/05/2026,Saldo Awal,"","","",10.0,PCS
"",* APC SRC1KI,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* APC SRT6KXLI,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* APPLE MACBOOK AIR 13 M2 8GB 256GB SPACE GREY,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* APPLE MACBOOK AIR 13 M4 CHIP WITH 10-CORE CPU AND 8-CORE GPU 16GB 256GB SSD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A1400EA Ci3-1115G4 8GB 256GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A1400EA FHD I3-1115G4 4GB 256GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A1400EA VIPS352 i3-1115G4 8GB 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A1402ZA-IPS552 CI5-1235U 8GB 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A1502ZA Ci5-1235U 8GB 512GB WIN 11 15"" TOUCH",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A409M N4020 4GB SSD 256GB WIN 10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A412FL  EK502T CORE I5 VGA W10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A412FL EK512T CORE I5-10210U VGA W10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A413EP-VIPS751 Ci7-1165G7 8GB 512GB SSD VGA,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416EP - FHD551 Ci5-1136G7 4GB 512GB SSD VGA,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416EPO CI5 - 1135G7 8GB 512GB SSD MX 330 NVIDIA 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416FA-FHD CI3-10110U  4GB 256GB SSD 14"" #",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416J CI5-1035G1 4GB 512GB SSD WIN 11 NW,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416JA 14"" FHD I3 1005G1 WIN10 512GB SSD 4GB",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416JAO CI3-1005G1 4GB 256GB SSD 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416JAO CI3-1005G1/8GB/256GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416JAO CI5-1035G1 4GB 256GB SSD 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416JP-EK5121TS Ci5-1035G1 8GB 256GB SSD + 1TB HDD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416JP-VIPS551 Ci5-1035G1 4GB 512GB SSD VGA,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416JP0 CI5 1035G1 8GB 512GB SSD MX 330,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416JPO CI5 1035G1 8GB 512GB SSD MX 330 2GB 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416M INTEL N4020 4GB 256GB SSD #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A416M INTEL N4020 8GB 256GB SSD #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416MA-BV421TS SILVER DC N4020 WIN10 (14""/UMA/256 SSD/4GB)",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416MA-BV422TS GREY DC N4020 WIN10 (14""/UMA/256GB SSD/4GB)",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A416MAO INTEL N4020 4GB 256GB SSD 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A516EAO CI7-1165G7 8GB 512GB SSD WIN 10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A516EPO - VIPS752 CI7-1165G7 8GB 512GB SSD MX 330 2GB 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A516JAO-VIPS527 CI5-1035G1 4GB 256GB SSD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A516JP-FHD5121 Ci5-1035G1 8GB 1TB HDD + SSD 256GB VGA,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS A516KA - FHD INTEL N4500 4GB 256GB SSD 15""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS A516MAO INTEL N4020 4GB 256GB SSD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS B1402CBA Ci7-1255U 16GB 512GB SSD WIN 11 EK,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS E210MAO INTEL N4020 4GB 256GB SSD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS E210MAO INTEL N4020 8GB 512GB SSD #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS E410MA INTEL N4020 4GB 512GB SSD,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOK B1400CEAE Ci5 - 1135G7 8GB 256GB SSD INTEL IRIS XE WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOK B1402CBA Ci3 -1215U 8GB 512GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOK B3000DQ1A-HT7C81M TOUCH SNAPDRAGON 7C GEN2 8CORE 8GB 128GB EMMC WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOK P1 P1403CVA INTEL CORE i3 - 1315U 8GB 512GB SSD WIN 11 + OHS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOK P1411CJA CI3 1005G1 4GB 512GB SSD 14 INCS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOK P1412CEA Ci3 - 1115G4 8GB 256GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOK P1412CEA i7-1165G7 8GB 1TB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS EXPERTBOOK P2451FA - EK3420T CI3-10110U 4GB 256GB SSD 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS EXPERTBOOOK P1412CEA i5 - 1135G7 8GB 256GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS Gaming K16 K3605VC Core i5 13420H 8GB DDR4 512GB SSD RTX 3050 4GB W11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS GAMING V16 V3607VU INTEL CORE 7 - 240H 16GB DDR5 512GB SSD RTX4050 6GB WIN 11,15/06/2026,Purchase Invoice,JL.2606.03801,"",1.0,1.0,UNIT
"",* ASUS GAMING V16 V3607VU INTEL CORE 7 - 240H 16GB DDR5 512GB SSD RTX4050 6GB WIN 11,19/06/2026,Sales Invoice,JL.2026.14231,085205558884,-1.0,0.0,UNIT
"",* ASUS K413EQ Ci5-1135G7 8GB 512GB SSD VGA,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS M1403QA AMD RYZEN 5 5600H 8GB 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS M3401QC OLED 759 AMD RYZEN 7 - 5800H 8GB 512GB SSD RTX 3050 4GB WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS M415DA AMD RYZEN 3 3250U 8GB 256GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS M415DAO-FHD351 RYZEN 3 3250U 14"" FHD 8GB SSD 512GB PS",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS M509BA AMD A4 9125 WIN 10 15,6"" 4GB 256GB SSD",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS N7400PC-OLED714 SILVER Ci7 11370H WIN11 (14"" 2.8K OLED / RTX 3050 / 1TB SSD / 16GB) CREATOR",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS P1411CMA INTEL N4020 4GB 256GB SSD 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS P1411CMA N4020 4GB 256GB SSD 14 "" (KS)",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS P1412CEA CI3-1115G4 4GB SSD 256GB WIN 11 14""",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS PRO P1411CJA - EK551T - 90NB0ST2 - M08880 Ci3-1005G1 4GB SSD 256GB WIN 10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF A15 FA506IEB AMD RYZEN 7 4800H 2X8GB 512GB SSD RTX3050Ti 4GB WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF A15 FA506IHRB AMD RYZEN 5 4600H 8GB 512GB SSD GTX 1650 4GB WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF A15 FA506NCG AMD RYZEN 7 7745HS 8GB 512GB SSD RTX3050 4GB WIN 11,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",* ASUS TUF A15 FA506NCG AMD RYZEN 7 7745HS 8GB 512GB SSD RTX3050 4GB WIN 11,14/06/2026,Sales Invoice,JL.2026.13715,"SUBHAN
081 235 769 400",-1.0,0.0,UNIT
"",* ASUS TUF DASH F15 FX517ZM Ci7-12650H 2X8GB 1TB SSD RTX 3060 6GB WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF F15 FX506HCB - I7 11600H 16GB 512GB SSD RTX 3050 4GB,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF F15 FX506LH - I565B6T -O11 CI5-10300H 8GB 512GB SSD VGA GTX 1650 4GB W11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF FX506HC Ci5-11400H 8GB 512GB SSD RTX 3050 4GB WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF FX506LH-I565B6T GREY I5 10300H GTX 1650 512GB SSD #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 16GB DDR5 512GB RTX3050 4GB W11,15/06/2026,Purchase Invoice,JL.2606.03805,masuk ,1.0,1.0,UNIT
"",* ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 16GB DDR5 512GB RTX3050 4GB W11,20/06/2026,Purchase Invoice,JL.2606.04626,BELUM MASUK ,1.0,2.0,UNIT
"",* ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 16GB DDR5 512GB RTX3050 4GB W11,20/06/2026,Sales Invoice,JL.2026.14252,"CANDRA 

082340300157",-1.0,1.0,UNIT
"",* ASUS TUF GAMING A15 FX506LH-I765B8T Ci7-10870HH 8GB 512GB SSD GTX 1650 4GB WIN10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF GAMING F15 FX506HM Ci9-11900H 16GB 512GB SSD RTX 3060 6GB W10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS TUF GAMING F15 FX506LU I766B6T Ci7-10870H 8GB SSD 512GB GTX 1660Ti 6GB,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS UM3402YA - OLEDS552 AMD RYZEN 5 5625U 8GB 512GB SSD WIN 11 EK,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VA VIP Ci5 - 1335U 8 512GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VA VIP Ci7-1355U 16GB 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VA VIP Ci7-1355U 16GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13136,"NURAINI

085 338 412 195",-1.0,0.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 16GB 512GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",4.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13139,"",-1.0,3.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13158,"pak arianto

082 236 882 354",-1.0,2.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 16GB 512GB SSD WIN 11,16/06/2026,Sales Invoice,JL.2026.13864,"",-1.0,1.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 8GB 512GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",* ASUS VIVOBOOK 14 A1404VAP - VIPS INTEL CORE 5 120U 8GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13197,FF,-1.0,0.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",19.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13138,"JUMRAH

081 237 312 689",-1.0,18.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13184,"MTS NURUL JIHAD

SAODAH

085 337 639 151

ARKAS : 6.500.000",-1.0,17.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13185,"HAIRIL

085 338 500 204",-1.0,16.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13205,DUTA ELEKTRONIK SUMBA,-2.0,14.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13217,"EMI

082 341 494 810",-1.0,13.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13220,"INDAH

082 339 498 807",-1.0,12.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13266,"FAYA

085339952612",-1.0,11.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13278,"IMRAN

085 339 048 828",-1.0,10.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,16/06/2026,Sales Invoice,JL.2026.13884,"ENI 

085333482472",-1.0,9.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,17/06/2026,Sales Invoice,JL.2026.14061,"EITA

083 852 503 869

KS 
SN : T5N0CX03322520D",-1.0,8.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11,18/06/2026,Purchase Invoice,JL.2606.04079,BELUM MASUK ,5.0,13.0,UNIT
"",* ASUS VIVOBOOK 14 E410KA N4500 8GB 256GB SSD WIN 11 KS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK 14 M1405YA VIPS751 AMD RYZEN 7 - 7730U 16GB 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS VIVOBOOK 14"" A1404VA Ci7 - 1355U 16GB 1TB SSD WIN 11",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS VIVOBOOK 14"" A1404VA PROC Ci7 1355U 8GB 512GB SSD WIN 11 #",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"","* ASUS VIVOBOOK 14"" A1404ZA CI5 1235U 8GB 512GB SSD WIN 11 #",31/05/2026,Saldo Awal,"","","",0.0,PCS
"","* ASUS VIVOBOOK 14"" A1404ZA VIPS I5-1235U 16GB 512GB SSD WIN 11",31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK 14X K3405VF - VIPS551 Ci5-13500H 8GB 512GB SSD RTX2050 4GB WIN 11 #,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK FLIP T3300KA-OLED622 INTEL N6000 8GB 256GB SSD W11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK FLIP TP1400KA HD421 INTEL N4500 4GB 256GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK FLIP TP340VA-OLEDS752 Ci7-13700H 16GB 512GB SSD INTEL IRIS XE WIN 11 TOUCH SCREEN,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",10.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13137,"",-1.0,9.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13166,"TUTI

082 340 198 074",-1.0,8.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13168,"TAUFIK

082 339 024 950",-1.0,7.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13175,"ARIL

085333421904",-1.0,6.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13188,"IRIL

082 340 148 009",-1.0,5.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13255,"IRWAN 

085338150408",-1.0,4.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13256,"SALIM

085 784 518 451",-1.0,3.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13270,"",-1.0,2.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,04/06/2026,Purchase Invoice,JL.2606.01128,MASUK,5.0,7.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,16/06/2026,Sales Invoice,JL.2026.13895,"M. NIJAM

083 183 425 827",-1.0,6.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA - FHD AMD RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,17/06/2026,Sales Invoice,JL.2026.14002,"NURUL

085 337 759 069",-1.0,5.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",12.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.12319,"nawam

085 238 903 495",-1.0,11.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13144,"",-1.0,10.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13145,"",-2.0,8.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13147,"",-1.0,7.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13154,"SUPRIADIN

082 144 415 863",-1.0,6.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13179,"RILA

082 147 080 990",-1.0,5.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13206,"TAROK

085 339 254 517",-1.0,4.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13262,"RIO

085 337 301 806",-1.0,3.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13267,"",-1.0,2.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,09/06/2026,Sales Invoice,JL.2026.13085,"IRWAN

085 238 242 691",-1.0,1.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA AMD RYZEN 5 7520U 16GB 512GB SSD WIN 11,11/06/2026,Sales Invoice,JL.2026.13437,"ROMI

081235734942",-1.0,0.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 3 7320U 8 256GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",2.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 3 7320U 8 256GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13257,"FIKRI

082 340 081 716",-1.0,1.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 3 7320U 8 256GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13268,"FIKRI

081 353 967 310",-1.0,0.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 5 7520U 8 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",2.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 5 7520U 8 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13216,"OM JUBAIR

081 287 717 71",-1.0,1.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404FA FHD AMD RYZEN 5 7520U 8 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13264,"AGIM

087 765 262 101",-1.0,0.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404GA Ci3-N305 8GB 512GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404GA Ci3-N305 8GB 512GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13191,"",-1.0,0.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404GA FHD Ci3 N305 8GB 256GB SSD WIN 11 #,31/05/2026,Saldo Awal,"","","",9.0,UNIT
"",* ASUS VIVOBOOK GO 14 E1404GA FHD Ci3 N305 8GB 256GB SSD WIN 11 #,01/06/2026,Sales Invoice,JL.2026.13146,"",-1.0,8.0,UNIT
"",* ASUS VIVOBOOK GO 14 E410KA FHD N4500 8GB 512GB SSD WIN 11,31/05/2026,Saldo Awal,"","","",2.0,UNIT
"",* ASUS VIVOBOOK GO 14 E410KA FHD N4500 8GB 512GB SSD WIN 11,01/06/2026,Sales Invoice,JL.2026.13193,"",-1.0,1.0,UNIT
"",* ASUS X441M BLUE INTEL N4020 4GB 1TB WIN10,31/05/2026,Saldo Awal,"","","",0.0,UNIT
